관광지명,관광지구분,소재지도로명주소,위도,경도,관리기관전화번호,관리기관명,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,주차가능수,category
지리산정원,관광지,전라남도 구례군 광의면 온동2길 124,35.28722643,127.4388392,061-780-8026,전라남도 구례군청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
섬진강대숲길,관광지,,35.18633781,127.4652531,061-780-2390,전라남도 구례군청,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
화엄사,관광지,전라남도 구례군 마산면 화엄사로 239,35.25731602,127.4977197,061-783-7600,전라남도 구례군청,화장실+주차장+상하수도시설+관광안내소,정보없음,정보없음,정보없음,정보없음,정보없음,100,기타
천은사,관광지,전라남도 구례군 광의면 노고단로 209,35.27309271,127.476325,061-781-4800,전라남도 구례군청,화장실+주차장+상하수도시설+관광안내소,정보없음,정보없음,정보없음,정보없음,정보없음,100,기타
다부동전적기념관,관광지,경상북도 칠곡군 가산면 호국로 1486,36.046443,128.518875,054-973-6313,경상북도 칠곡군청,관리사무실+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,150,문화
송정자연휴양림,관광지,경상북도 칠곡군 석적읍 반계3길 88,36.023332,128.441641,054-979-6000,경상북도 칠곡군청,관리사무실+화장실+주차장+야영장+숙박시설+샤워장+취사장,야영장+펜션,숲체험장,정보없음,정보없음,전용숙소,100,자연
칠곡보오토캠핑장,관광지,경상북도 칠곡군 약목면 강변서로 110-43,36.020591,128.394566,054-974-7997,경상북도 칠곡군청,전기시설+상하수도시설+화장실+샤워장,정보없음,정보없음,정보없음,정보없음,전용숙소,100,야외활동
칠곡호국평화기념관,관광지,경상북도 칠곡군 석적읍 강변대로 1580,36.017918,128.404032,054-979-5502,경상북도 칠곡군청,식당+화장실+수유실+사무실,정보없음,각종체험관+전시공간,세미나실+다목적실,정보없음,정보없음,300,문화
칠곡양떼목장,관광지,경상북도 칠곡군 지천면 창평로 209-42,35.984545,128.48874,054-972-8833,경상북도 칠곡군청,사무실+주차장+화장실+양떼목장,정보없음,정보없음,정보없음,정보없음,정보없음,100,기타
가산수피아,관광지,경상북도 칠곡군 가산면 학하들안2길 105,36.086109,128.485044,054-971-9861,경상북도 칠곡군청,관리실+야영장+수영장+사계절썰매장+공룡뜰+배움뜰+미술관,정보없음,정보없음,정보없음,정보없음,정보없음,500,자연
국립칠곡숲체원,관광지,경상북도 칠곡군 석적읍 유학로 532,36.063539,128.466183,054-977-8773,경상북도 칠곡군청,관리실+숲체원+체험장,정보없음,정보없음,정보없음,정보없음,전용숙소,100,자연
곡성섬진강천문대,관광지,전라남도 구례군 구례읍 섬진강로 1234,35.22666779,127.3691674,061-363-8528,전라남도 곡성군청 관광과,주차장+화장실+장애인 공용화장실,정보없음,정보없음,정보없음,정보없음,정보없음,25,과학/천문
섬진강도깨비마을,관광지,전라남도 곡성군 고달면 호곡도깨비길 119-99,35.25424902,127.363209,061-362-2954,전라남도 곡성군청 문화체육과,주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,5,전통
압록상상스쿨,관광지,전라남도 곡성군 오곡면 섬진강로 1060,35.19580901,127.375484,061-362-2225,전라남도 곡성군청 관광과,주차장+화장실+수유실,정보없음,정보없음,정보없음,정보없음,정보없음,16,기타
압록유원지,관광지,전라남도 곡성군 죽곡면 섬진강로 1012,35.19196269,127.3775123,061-360-8431,전라남도 곡성군청 관광과,주차장+화장실+개수대,정보없음,정보없음,정보없음,정보없음,정보없음,50,기타
하동레일파크,관광지,경상남도 하동군 북천면 경서대로 2446-6,35.11333681,127.8929765,055-880-2821,경상남도 하동군청,화장실(1동)+주차장,정보없음,레일바이크,정보없음,정보없음,정보없음,30,테마파크/놀이공원
지리산역사관,관광지,경상남도 하동군 화개면 화개로 1438,35.2896912,127.646527,055-880-2821,경상남도 하동군청,화장실(1동)+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,15,자연
하동코리아짚와이어,관광지,경상남도 하동군 금남면 경충로 493-9,34.98260917,127.894714,055-880-2821,경상남도 하동군청,화장실(1동)+주차장,정보없음,짚와이어,정보없음,정보없음,정보없음,133,기타
하동 플라이웨이 케이블카,관광지,경상남도 하동군 금남면 경충로 461-7,34.98070015,127.8953015,055-883-2000,하동케이블카(주),화장실(3동)+주차장,정보없음,케이블카,정보없음,정보없음,정보없음,53,기타
녹진관광지,관광지,전라남도 진도군 군내면 진도대로 8478,34.56907794,126.300024,061-540-3442,전라남도 진도군청,화장실(3동)+주차장(5개소)+관광안내소(1동),정보없음,정보없음,진도타워+해양에너지공원+판옥선+진도휴게소,정보없음,정보없음,310,기타
회동관광지,관광지,전라남도 진도군 고군면 신비의바닷길 148,34.42726548,126.3513474,061-540-3442,전라남도 진도군청,화장실(4동)+주차장(4개소)+관광안내소(1동),정보없음,게이트볼장+야구장,신비의바닷길체험관+가계해수욕장+회동전망대+해양생태관,회동+가계공연장,청소년수련원,350,기타
직탕,관광지,강원도 철원군 갈말읍 직탕길 32,38.2069247,127.2690548,033-450-5534,철원군청 관광과,"도로, 주차장, 화장실, 산책로, 자전거도로, 오수처리장, 관리사무소",정보없음,정보없음,정보없음,정보없음,정보없음,192,기타
가산산성,관광지,,36.021011,128.590851,054-880-8334,경상북도,사무실+주차장+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,200,자연
가산산성야영장,관광지,경상북도 칠곡군 동명면 한티로 1034,36.016197,128.618108,054-880-8300,경상북도,사무실+화장실,야영장,정보없음,정보없음,정보없음,전용숙소,220,자연
구상문학관,관광지,경상북도 칠곡군 왜관읍 구상길 191,35.983943,128.394568,054-973-0039,경상북도 칠곡군청,사무실+화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,10,문화
용산신학교,관광지,서울특별시 용산구 원효로19길 49,37.53420937,126.9545934,02-701-5501,성심수녀회,주차장+쉼터+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,10,체험
서울 원효로 예수성심당,관광지,서울특별시 용산구 원효로19길 49,37.53420937,126.9545934,02-701-5501,성심수녀회,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,10,기타
구 용산 수위관측소,관광지,,37.533956,126.947132,02-2199-7240,서울특별시 기념물,쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,0,자연
심원정 왜명강화지처비,관광지,서울특별시 용산구 효창원로8길 28,37.53342496,126.95186,02-2199-7240,서울특별시 용산구청 문화진흥과,쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,10,기타
청암동 부군당,관광지,서울특별시 용산구 원효로 17-11,37.534803,126.946373,02-2199-7240,서울특별시 용산구청 문화진흥과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
산천동 부군당,관광지,서울특별시 용산구 효창원로15길 7,37.535662,126.9531703,02-2199-7240,서울특별시 용산구청 문화진흥과,산천동마을마당(작은쉼터)+화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,자연
3.1운동 용산인쇄소 노동자 만세시위지,관광지,서울특별시 용산구 원효로41길 33,37.53543893,126.9584156,02-2199-7240,서울특별시 용산구청 문화진흥과,주차장,정보없음,정보없음,정보없음,정보없음,정보없음,0,자연
이봉창 의사 집터,관광지,서울특별시 용산구 백범로 275,37.540313,126.959653,02-2199-7240,서울특별시 용산구청 문화진흥과,쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
백범김구기념관,관광지,서울특별시 용산구 임정로 26,37.54427794,126.959253,02-799-3400,백범김구기념관,지하주차장+야외주차장+화장실,정보없음,정보없음,전시관,정보없음,컨벤션홀대회의실교육장,100,문화
이봉창 의사 역사울림관,관광지,서울특별시 용산구 백범로 281-9,37.54010272,126.960852,02-2199-7240,서울특별시 용산구청 문화진흥과,쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,0,철도/교통 체험
남이장군 사당,관광지,서울특별시 용산구 효창원로 88-10,37.536475,126.958433,02-2199-7240,서울특별시 용산구청 문화진흥과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
연복사탑중창비,관광지,서울특별시 용산구 한강대로21나길 7,37.5297718,126.9647415,02-2199-7240,서울특별시 용산구청 문화진흥과,쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,5,기타
서울 구 용산철도병원 본관(현 용산역사박물관),관광지,서울특별시 용산구 한강대로14길 35-29,37.52557465,126.9656016,02-2199-4620,용산역사박물관,화장실+수유실+관광안내소,정보없음,정보없음,옥상정원,카페,정보없음,0,문화
왜고개 순교성지,관광지,서울특별시 용산구 한강대로40길 46,37.52990239,126.9719253,02-798-2457,왜고개 순교성지,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,20,기타
옛 간조 경성지점 사옥,관광지,서울특별시 용산구 한강대로42길 13,37.53059231,126.970508,02-2199-7240,서울특별시 용산구청 문화진흥과,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
새남터,관광지,서울특별시 용산구 이촌로 71,37.52587942,126.956708,070-8672-0327,새남터 성당,쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
천주교 순교성지 새남터 성당,관광지,서울특별시 용산구 이촌로 80-8,37.52512658,126.9570717,070-8672-0327,새남터 성당,화장실+관광안내소,정보없음,정보없음,기념관,정보없음,정보없음,20,기타
이태원 부군당,관광지,서울특별시 용산구 녹사평대로40다길 37,37.53587802,126.9897044,02-2199-7240,서울특별시 용산구청 문화진흥과,관리사무소+쉼터,정보없음,정보없음,정보없음,정보없음,정보없음,0,기타
장영실과학동산,관광지,부산광역시 동래구 동래역사관길 18(복천동),35.20916308,129.0896688,051-550-6604,동래구 문화시설사업소,화장실(2동),정보없음,정보없음,정보없음,정보없음,정보없음,50,자연
당고개 순교성지,관광지,서울특별시 용산구 청파로 139-26,37.53559012,126.966963,02-711-0933,당고개 순교성지,화장실,정보없음,정보없음,정보없음,정보없음,정보없음,10,기타
옛 풍국제과 공장(현 오리온),관광지,서울특별시 용산구 백범로90다길 13,37.53567207,126.9695135,02-710-6000,오리온,화장실+주차장,정보없음,정보없음,정보없음,정보없음,정보없음,70,기타
칠백의총,관광지,충청남도 금산군 금성면 의총길 50,36.12942797,127.492435,041-753-8701,문화재청칠백의총관리사무소,관리사무소+화장실(5동)+주차장,정보없음,정보없음,기념관+칠백의사순의탑+종용사,정보없음,정보없음,116,기타
태고사,관광지,충청남도 금산군 진산면 청림동로 440,36.13440357,127.3251004,041-750-2273,충청남도 금산군청,관리사무소+화장실(2동),정보없음,정보없음,대웅전,정보없음,정보없음,30,기타
개삼터,관광지,충청남도 금산군 남이면 개삼로 101,36.07533917,127.4783939,041-750-2257,충청남도 금산군청,화장실(1동)+주차장,정보없음,정보없음,개삼각,정보없음,정보없음,37,기타
